*shellNodes
-0.866025, 0.000000, 0.000000
-0.831384, -0.020000, 0.000000
-0.831384, 0.020000, 0.000000
-0.796743, -0.040000, 0.000000
-0.796743, 0.000000, 0.000000
-0.796743, 0.040000, 0.000000
-0.762102, -0.060000, 0.000000
-0.762102, -0.020000, 0.000000
-0.762102, 0.020000, 0.000000
-0.762102, 0.060000, 0.000000
-0.727461, -0.080000, 0.000000
-0.727461, -0.040000, 0.000000
-0.727461, 0.000000, 0.000000
-0.727461, 0.040000, 0.000000
-0.727461, 0.080000, 0.000000
-0.692820, -0.100000, 0.000000
-0.692820, -0.060000, 0.000000
-0.692820, -0.020000, 0.000000
-0.692820, 0.020000, 0.000000
-0.692820, 0.060000, 0.000000
-0.692820, 0.100000, 0.000000
-0.658179, -0.120000, 0.000000
-0.658179, -0.080000, 0.000000
-0.658179, -0.040000, 0.000000
-0.658179, 0.000000, 0.000000
-0.658179, 0.040000, 0.000000
-0.658179, 0.080000, 0.000000
-0.658179, 0.120000, 0.000000
-0.623538, -0.140000, 0.000000
-0.623538, -0.100000, 0.000000
-0.623538, -0.060000, 0.000000
-0.623538, -0.020000, 0.000000
-0.623538, 0.020000, 0.000000
-0.623538, 0.060000, 0.000000
-0.623538, 0.100000, 0.000000
-0.623538, 0.140000, 0.000000
-0.588897, -0.160000, 0.000000
-0.588897, -0.120000, 0.000000
-0.588897, -0.080000, 0.000000
-0.588897, -0.040000, 0.000000
-0.588897, 0.000000, 0.000000
-0.588897, 0.040000, 0.000000
-0.588897, 0.080000, 0.000000
-0.588897, 0.120000, 0.000000
-0.588897, 0.160000, 0.000000
-0.554256, -0.180000, 0.000000
-0.554256, -0.140000, 0.000000
-0.554256, -0.100000, 0.000000
-0.554256, -0.060000, 0.000000
-0.554256, -0.020000, 0.000000
-0.554256, 0.020000, 0.000000
-0.554256, 0.060000, 0.000000
-0.554256, 0.100000, 0.000000
-0.554256, 0.140000, 0.000000
-0.554256, 0.180000, 0.000000
-0.519615, -0.200000, 0.000000
-0.519615, -0.160000, 0.000000
-0.519615, -0.120000, 0.000000
-0.519615, -0.080000, 0.000000
-0.519615, -0.040000, 0.000000
-0.519615, 0.000000, 0.000000
-0.519615, 0.040000, 0.000000
-0.519615, 0.080000, 0.000000
-0.519615, 0.120000, 0.000000
-0.519615, 0.160000, 0.000000
-0.519615, 0.200000, 0.000000
-0.484974, -0.220000, 0.000000
-0.484974, -0.180000, 0.000000
-0.484974, -0.140000, 0.000000
-0.484974, -0.100000, 0.000000
-0.484974, -0.060000, 0.000000
-0.484974, -0.020000, 0.000000
-0.484974, 0.020000, 0.000000
-0.484974, 0.060000, 0.000000
-0.484974, 0.100000, 0.000000
-0.484974, 0.140000, 0.000000
-0.484974, 0.180000, 0.000000
-0.484974, 0.220000, 0.000000
-0.450333, -0.240000, 0.000000
-0.450333, -0.200000, 0.000000
-0.450333, -0.160000, 0.000000
-0.450333, -0.120000, 0.000000
-0.450333, -0.080000, 0.000000
-0.450333, -0.040000, 0.000000
-0.450333, 0.000000, 0.000000
-0.450333, 0.040000, 0.000000
-0.450333, 0.080000, 0.000000
-0.450333, 0.120000, 0.000000
-0.450333, 0.160000, 0.000000
-0.450333, 0.200000, 0.000000
-0.450333, 0.240000, 0.000000
-0.415692, -0.260000, 0.000000
-0.415692, -0.220000, 0.000000
-0.415692, -0.180000, 0.000000
-0.415692, -0.140000, 0.000000
-0.415692, -0.100000, 0.000000
-0.415692, -0.060000, 0.000000
-0.415692, -0.020000, 0.000000
-0.415692, 0.020000, 0.000000
-0.415692, 0.060000, 0.000000
-0.415692, 0.100000, 0.000000
-0.415692, 0.140000, 0.000000
-0.415692, 0.180000, 0.000000
-0.415692, 0.220000, 0.000000
-0.415692, 0.260000, 0.000000
-0.381051, -0.280000, 0.000000
-0.381051, -0.240000, 0.000000
-0.381051, -0.200000, 0.000000
-0.381051, -0.160000, 0.000000
-0.381051, -0.120000, 0.000000
-0.381051, -0.080000, 0.000000
-0.381051, -0.040000, 0.000000
-0.381051, 0.000000, 0.000000
-0.381051, 0.040000, 0.000000
-0.381051, 0.080000, 0.000000
-0.381051, 0.120000, 0.000000
-0.381051, 0.160000, 0.000000
-0.381051, 0.200000, 0.000000
-0.381051, 0.240000, 0.000000
-0.381051, 0.280000, 0.000000
-0.346410, -0.300000, 0.000000
-0.346410, -0.260000, 0.000000
-0.346410, -0.220000, 0.000000
-0.346410, -0.180000, 0.000000
-0.346410, -0.140000, 0.000000
-0.346410, -0.100000, 0.000000
-0.346410, -0.060000, 0.000000
-0.346410, -0.020000, 0.000000
-0.346410, 0.020000, 0.000000
-0.346410, 0.060000, 0.000000
-0.346410, 0.100000, 0.000000
-0.346410, 0.140000, 0.000000
-0.346410, 0.180000, 0.000000
-0.346410, 0.220000, 0.000000
-0.346410, 0.260000, 0.000000
-0.346410, 0.300000, 0.000000
-0.311769, -0.320000, 0.000000
-0.311769, -0.280000, 0.000000
-0.311769, -0.240000, 0.000000
-0.311769, -0.200000, 0.000000
-0.311769, -0.160000, 0.000000
-0.311769, -0.120000, 0.000000
-0.311769, -0.080000, 0.000000
