0.001,0,0,0
0.001,0.02,0,0
0.001,0.0400003937664341,0,8.08255155201019e-05
0.001,0.0600004042206265,0,0.00022869879838454
0.001,0.0799999234604761,0,0.000432452668292389
0.001,0.0999989108160293,0,0.000683033601128611
0.001,0.119997364476512,0,0.000973098588000447
0.001,0.139995303789321,0,0.00129668801783123
0.001,0.159992758416427,0,0.0016489601161609
0.001,0.179989761870279,0,0.00202597516022961
0.001,0.199986347824992,0,0.00242451988019574
0.001,0.219982548169037,0,0.00284196423289626
0.001,0.239978392137492,0,0.00327614417018394
0.001,0.259973906104054,0,0.00372526517896538
0.001,0.279969113770409,0,0.00418782229423833
0.001,0.299964036592751,0,0.0046625330199221
0.001,0.319958694351614,0,0.00514828016729671
0.001,0.339953105814333,0,0.00564406206279915
0.001,0.359947289467598,0,0.00614894790534424
0.001,0.379941264316045,0,0.00666203628281696
0.001,0.399935050755036,0,0.00718241499811596
0.001,0.419928671533559,0,0.00770912041335932
0.001,0.439922152827685,0,0.00824109449916258
0.001,0.459915525446133,0,0.00877713767326092
0.001,0.479908826186504,0,0.0093158553245496
0.001,0.499902099351615,0,0.009855595636401
0.001,0.519895398416575,0,0.0103943759342112
0.001,0.539888787803036,0,0.0109297942690803
0.001,0.559882344658062,0,0.0114589222893316
0.001,0.579876160436875,0,0.0119781746146655
0.001,0.599870341928563,0,0.012483148876778
0.001,0.619865011106718,0,0.0129684292786087
0.001,0.639860302778675,0,0.0134273448944369
0.001,0.659856358364212,0,0.0138516719144913
0.001,0.679853313129156,0,0.0142312665461144
0.001,0.69985127263474,0,0.0145536122197856
0.001,0.719850271739023,0,0.0148032610010744
0.001,0.739850205741941,0,0.0149611445631688
0.001,0.759850717498811,0,0.0150037246289613
0.001,0.779851015469661,0,0.0149019464063232
0.001,0.799849584103172,0,0.0146199513251183
0.001,0.819843727229638,0,0.0141134977812375
0.001,0.839828853599832,0,0.0133280317279817
0.001,0.859797365956481,0,0.0121963453176165
0.001,0.879736943261733,0,0.010635766518204
0.001,0.899627899070421,0,0.00854484587010381
0.001,0.919439143429006,0,0.00579956782519654
0.001,0.939122055282981,0,0.00224924999175053
0.001,0.958601276122952,0,-0.00228742939406411
0.001,0.977761075784042,0,-0.00802530100823718
0.001,0.99642559974648,0,-0.0152125132813175
